group_evaluated,total_points,mean_points,gt_lies,gt_half_truths,gt_truths,mean_points_check,bfi2_e,bfi2_a,bfi2_c,bfi2_n,bfi2_o,bfi2_e_sociability,bfi2_e_assertiveness,bfi2_e_energy_level,bfi2_a_compassion,bfi2_a_respectfulness,bfi2_a_trust,bfi2_c_organization,bfi2_c_productiveness,bfi2_c_responsibility,bfi2_n_anxiety,bfi2_n_depression,bfi2_n_emotional_volatility,bfi2_o_intellectual_curiosity,bfi2_o_aesthetic_sensitivity,bfi2_o_creative_imagination,bfi1_evaluated,bfi2_evaluated,rbfi3_evaluated,rbfi4_evaluated,rbfi5_evaluated,bfi6_evaluated,bfi7_evaluated,rbfi8_evaluated,rbfi9_evaluated,bfi10_evaluated,rbfi11_evaluated,rbfi12_evaluated,bfi13_evaluated,bfi14_evaluated,bfi15_evaluated,rbfi16_evaluated,rbfi17_evaluated,bfi18_evaluated,bfi19_evaluated,bfi20_evaluated,bfi21_evaluated,rbfi22_evaluated,rbfi23_evaluated,rbfi24_evaluated,rbfi25_evaluated,rbfi26_evaluated,bfi27_evaluated,rbfi28_evaluated,rbfi29_evaluated,rbfi30_evaluated,rbfi31_evaluated,bfi32_evaluated,bfi33_evaluated,bfi34_evaluated,bfi35_evaluated,rbfi36_evaluated,rbfi37_evaluated,bfi38_evaluated,bfi39_evaluated,bfi40_evaluated,bfi41_evaluated,rbfi42_evaluated,bfi43_evaluated,rbfi44_evaluated,rbfi45_evaluated,bfi46_evaluated,rbfi47_evaluated,rbfi48_evaluated,rbfi49_evaluated,rbfi50_evaluated,rbfi51_evaluated,bfi52_evaluated,bfi53_evaluated,bfi54_evaluated,rbfi55_evaluated,bfi56_evaluated,bfi57_evaluated,rbfi58_evaluated,bfi59_evaluated,bfi60_evaluated,bfi1_gt,bfi2_gt,rbfi3_gt,rbfi4_gt,rbfi5_gt,bfi6_gt,bfi7_gt,rbfi8_gt,rbfi9_gt,bfi10_gt,rbfi11_gt,rbfi12_gt,bfi13_gt,bfi14_gt,bfi15_gt,rbfi16_gt,rbfi17_gt,bfi18_gt,bfi19_gt,bfi20_gt,bfi21_gt,rbfi22_gt,rbfi23_gt,rbfi24_gt,rbfi25_gt,rbfi26_gt,bfi27_gt,rbfi28_gt,rbfi29_gt,rbfi30_gt,rbfi31_gt,bfi32_gt,bfi33_gt,bfi34_gt,bfi35_gt,rbfi36_gt,rbfi37_gt,bfi38_gt,bfi39_gt,bfi40_gt,bfi41_gt,rbfi42_gt,bfi43_gt,rbfi44_gt,rbfi45_gt,bfi46_gt,rbfi47_gt,rbfi48_gt,rbfi49_gt,rbfi50_gt,rbfi51_gt,bfi52_gt,bfi53_gt,bfi54_gt,rbfi55_gt,bfi56_gt,bfi57_gt,rbfi58_gt,bfi59_gt,bfi60_gt,Submitted,encoded,bfi1_extracted,bfi2_extracted,rbfi3_extracted,rbfi4_extracted,rbfi5_extracted,bfi6_extracted,bfi7_extracted,rbfi8_extracted,rbfi9_extracted,bfi10_extracted,rbfi11_extracted,rbfi12_extracted,bfi13_extracted,bfi14_extracted,bfi15_extracted,rbfi16_extracted,rbfi17_extracted,bfi18_extracted,bfi19_extracted,bfi20_extracted,bfi21_extracted,rbfi22_extracted,rbfi23_extracted,rbfi24_extracted,rbfi25_extracted,rbfi26_extracted,bfi27_extracted,rbfi28_extracted,rbfi29_extracted,rbfi30_extracted,rbfi31_extracted,bfi32_extracted,bfi33_extracted,bfi34_extracted,bfi35_extracted,rbfi36_extracted,rbfi37_extracted,bfi38_extracted,bfi39_extracted,bfi40_extracted,bfi41_extracted,rbfi42_extracted,bfi43_extracted,rbfi44_extracted,rbfi45_extracted,bfi46_extracted,rbfi47_extracted,rbfi48_extracted,rbfi49_extracted,rbfi50_extracted,rbfi51_extracted,bfi52_extracted,bfi53_extracted,bfi54_extracted,rbfi55_extracted,bfi56_extracted,bfi57_extracted,rbfi58_extracted,bfi59_extracted,bfi60_extracted,order,group_extracted
FG,233,3.883333333333333,19,19,22,3.883333333333334,4.0,4.416666666666667,4.916666666666667,1.5833333333333333,4.5,3.5,3.75,4.75,5.0,5.0,3.25,4.75,5.0,5.0,2.0,1.75,1.0,4.0,4.75,4.75,4,5,5,2,4,3,5,5,2,5,5,5,5,1,4,3,5,5,1,5,3,5,5,2,5,5,3,5,1,5,4,5,4,3,5,4,5,5,2,4,4,2,5,1,5,3,5,5,2,5,5,5,5,1,2,5,3,5,1,5,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.5,0.5,0.0,0.5,0.5,0.0,0.5,1.0,0.5,0.0,0.0,1.0,0.0,1.0,0.0,0.5,1.0,0.5,0.5,1.0,0.0,0.5,0.5,1.0,0.5,1.0,1.0,0.0,1.0,0.0,0.5,1.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.5,1.0,0.0,0.5,0.5,0.0,0.5,1.0,0.0,0.5,1.0,2024-03-15 14:49:03.255369600,455243552555514355153552553515454354552442515355255551253515,4,5,5,2,4,3,5,5,2,5,5,5,5,1,4,3,5,5,1,5,3,5,5,2,5,5,3,5,1,5,4,5,4,3,5,4,5,5,2,4,4,2,5,1,5,3,5,5,2,5,5,5,5,1,2,5,3,5,1,5,54,FG
FG,190,3.1666666666666665,0,0,60,3.166666666666667,3.9166666666666665,3.083333333333333,2.75,2.583333333333333,3.5,3.75,4.25,3.75,3.0,3.5,2.75,1.5,3.5,3.25,3.5,2.0,2.25,2.5,3.5,4.5,4,3,1,3,3,4,3,2,2,4,4,2,4,2,4,3,3,3,4,4,5,4,2,2,1,4,3,3,2,4,4,3,1,4,4,4,2,5,3,2,3,2,4,2,5,4,3,1,3,3,4,5,5,1,3,4,4,2,3,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-03-15 14:53:05.316921400,431334322442424333445422143324431444253232425431334551344235,4,3,1,3,3,4,3,2,2,4,4,2,4,2,4,3,3,3,4,4,5,4,2,2,1,4,3,3,2,4,4,3,1,4,4,4,2,5,3,2,3,2,4,2,5,4,3,1,3,3,4,5,5,1,3,4,4,2,3,5,55,FG
FG,248,4.133333333333334,4,10,46,4.133333333333333,2.6666666666666665,4.5,5.0,3.5,5.0,1.5,2.0,4.5,5.0,5.0,3.5,5.0,5.0,5.0,4.25,3.5,2.75,5.0,5.0,5.0,1,5,5,3,5,1,5,5,3,5,4,5,5,2,5,1,5,5,4,5,1,5,5,3,5,5,4,5,4,5,1,5,5,5,5,4,5,5,4,5,4,2,5,1,5,3,5,5,5,5,2,5,5,4,5,5,3,5,4,5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,2024-03-15 14:57:37.292360900,155351553545525155451553554545155554554542515355552554553545,1,5,5,3,5,1,5,5,3,5,4,5,5,2,5,1,5,5,4,5,1,5,5,3,5,5,4,5,4,5,1,5,5,5,5,4,5,5,4,5,4,2,5,1,5,3,5,5,5,5,2,5,5,4,5,5,3,5,4,5,56,FG
FG,250,4.166666666666667,1,20,39,4.166666666666667,4.666666666666667,5.0,4.916666666666667,1.3333333333333333,4.916666666666667,4.75,4.25,5.0,5.0,5.0,5.0,4.75,5.0,5.0,2.0,1.0,1.0,5.0,4.75,5.0,5,5,5,1,4,4,5,5,1,5,5,5,5,1,5,4,5,4,1,5,3,5,5,1,5,5,5,5,1,5,5,5,5,1,5,5,5,5,1,5,5,5,5,1,5,5,5,5,5,5,5,5,5,1,5,5,5,5,1,5,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.5,0.5,2024-03-15 15:13:51.598263800,555144551555515454153551555515555155551555515555555551555515,5,5,5,1,4,4,5,5,1,5,5,5,5,1,5,4,5,4,1,5,3,5,5,1,5,5,5,5,1,5,5,5,5,1,5,5,5,5,1,5,5,5,5,1,5,5,5,5,5,5,5,5,5,1,5,5,5,5,1,5,58,FG
H,230,3.8333333333333335,0,8,52,3.8333333333333335,2.833333333333333,4.75,4.916666666666667,2.083333333333333,4.583333333333333,3.0,1.75,3.75,5.0,5.0,4.25,5.0,4.75,5.0,3.5,1.25,1.5,4.25,5.0,4.5,3,5,5,4,5,1,5,5,2,4,4,5,5,1,4,3,5,5,2,5,1,5,5,1,5,4,4,5,2,5,3,5,5,3,5,3,5,4,1,4,3,4,5,2,5,3,5,5,5,5,2,5,5,1,4,4,4,5,1,4,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-12-21 15:58:26.221315000,355451552445514355251551544525355353541434525355552551444514,3,5,5,4,5,1,5,5,2,4,4,5,5,1,4,3,5,5,2,5,1,5,5,1,5,4,4,5,2,5,3,5,5,3,5,3,5,4,1,4,3,4,5,2,5,3,5,5,5,5,2,5,5,1,4,4,4,5,1,4,107,H
H,236,3.933333333333333,0,0,60,3.9333333333333336,4.083333333333333,4.75,4.166666666666667,1.75,4.916666666666667,4.0,4.0,4.25,5.0,5.0,4.25,3.5,4.5,4.5,2.0,1.75,1.5,4.75,5.0,5.0,4,5,4,2,5,4,5,4,2,5,4,4,5,2,5,4,5,2,2,5,4,5,4,1,4,4,5,4,1,5,4,5,4,2,5,4,5,5,2,5,4,4,5,1,5,4,5,4,2,5,4,5,5,2,5,5,4,4,2,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-12-22 09:32:29.070487800,454254542544525452254541445415454254552544515454254552554425,4,5,4,2,5,4,5,4,2,5,4,4,5,2,5,4,5,2,2,5,4,5,4,1,4,4,5,4,1,5,4,5,4,2,5,4,5,5,2,5,4,4,5,1,5,4,5,4,2,5,4,5,5,2,5,5,4,4,2,5,108,H
H,183,3.05,1,6,53,3.05,1.9166666666666667,3.4166666666666665,3.1666666666666665,3.1666666666666665,3.583333333333333,1.75,2.0,2.0,3.25,4.0,3.0,4.0,2.75,2.75,3.0,3.25,3.25,4.5,3.75,2.5,2,4,4,3,3,4,5,2,3,5,3,2,4,4,2,1,3,4,3,5,1,4,2,3,5,1,4,1,2,3,1,4,4,4,4,1,2,3,3,4,1,2,4,4,2,3,2,4,2,3,2,5,4,4,4,3,4,2,3,3,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-12-29 14:04:59.990400100,244334523532442134351423514123144441233412442324232544434233,2,4,4,3,3,4,5,2,3,5,3,2,4,4,2,1,3,4,3,5,1,4,2,3,5,1,4,1,2,3,1,4,4,4,4,1,2,3,3,4,1,2,4,4,2,3,2,4,2,3,2,5,4,4,4,3,4,2,3,3,110,H
H,179,2.9833333333333334,0,7,53,2.9833333333333334,2.4166666666666665,3.0,2.833333333333333,3.0,3.6666666666666665,1.75,3.25,2.25,3.0,3.25,2.75,3.0,2.25,3.25,3.5,3.0,2.5,4.0,3.5,3.5,2,3,3,3,5,3,4,2,3,5,3,2,4,3,4,1,4,3,3,2,3,2,1,3,3,2,4,2,2,4,1,3,3,4,4,4,2,3,3,3,2,2,4,2,2,3,2,3,4,3,3,5,3,3,5,2,3,3,3,4,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,2024-01-25 18:10:04.890841400,233353423532434143323213324224133444233322422323433533523334,2,3,3,3,5,3,4,2,3,5,3,2,4,3,4,1,4,3,3,2,3,2,1,3,3,2,4,2,2,4,1,3,3,4,4,4,2,3,3,3,2,2,4,2,2,3,2,3,4,3,3,5,3,3,5,2,3,3,3,4,8,H
H,210,3.5,0,5,55,3.5,3.25,4.166666666666667,3.083333333333333,2.5,4.5,3.5,3.25,3.0,4.5,4.0,4.0,2.75,3.25,3.25,3.25,2.0,2.25,4.0,4.75,4.75,4,5,3,3,5,3,4,3,2,5,4,3,4,2,4,2,5,3,3,5,3,4,3,2,3,2,5,3,2,5,3,4,2,4,5,4,4,3,2,3,2,3,4,3,5,5,4,3,3,4,3,4,4,2,5,4,5,2,2,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,2024-01-25 18:12:45.678030600,453353432543424253353432325325342454432323435543343442545225,4,5,3,3,5,3,4,3,2,5,4,3,4,2,4,2,5,3,3,5,3,4,3,2,3,2,5,3,2,5,3,4,2,4,5,4,4,3,2,3,2,3,4,3,5,5,4,3,3,4,3,4,4,2,5,4,5,2,2,5,10,H
H,209,3.4833333333333334,0,16,44,3.4833333333333334,3.75,4.0,3.75,2.583333333333333,3.333333333333333,3.25,4.0,4.0,4.25,4.5,3.25,3.25,4.25,3.75,3.0,2.5,2.25,3.5,2.5,4.0,4,4,3,2,2,4,5,3,2,4,4,2,4,3,4,2,5,4,4,2,4,4,4,2,3,4,4,4,2,4,3,4,3,3,2,4,4,5,3,4,4,3,4,2,4,4,4,3,3,4,4,5,5,3,3,4,4,3,2,4,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.5,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,2024-01-25 18:14:23.051493200,443224532442434254424442344424343324453443424443344553344324,4,4,3,2,2,4,5,3,2,4,4,2,4,3,4,2,5,4,4,2,4,4,4,2,3,4,4,4,2,4,3,4,3,3,2,4,4,5,3,4,4,3,4,2,4,4,4,3,3,4,4,5,5,3,3,4,4,3,2,4,9,H
H,218,3.633333333333333,0,0,60,3.6333333333333337,2.9166666666666665,3.75,4.083333333333333,2.75,4.666666666666667,2.0,3.5,3.25,4.0,4.25,3.0,4.0,3.75,4.5,3.5,3.0,1.75,5.0,5.0,4.0,2,4,4,3,5,4,5,3,3,5,4,4,5,2,4,2,4,4,3,5,4,4,3,3,5,3,3,3,1,4,2,4,3,4,5,3,3,4,3,5,2,2,5,2,4,2,4,5,4,5,3,5,5,3,5,4,3,5,2,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-01-26 10:15:11.396002300,244354533544524244354433533314243453343522524245453553543524,2,4,4,3,5,4,5,3,3,5,4,4,5,2,4,2,4,4,3,5,4,4,3,3,5,3,3,3,1,4,2,4,3,4,5,3,3,4,3,5,2,2,5,2,4,2,4,5,4,5,3,5,5,3,5,4,3,5,2,4,17,H
H,219,3.65,0,1,59,3.65,3.583333333333333,4.166666666666667,4.0,2.333333333333333,4.166666666666667,3.75,3.0,4.0,4.0,4.5,4.0,3.5,4.25,4.25,3.0,2.0,2.0,4.0,4.5,4.0,4,4,4,3,5,4,5,5,2,5,4,4,4,2,4,3,4,3,4,5,2,4,4,2,4,4,4,4,2,4,4,4,3,3,4,4,5,4,2,3,4,4,4,2,4,4,4,4,2,4,2,4,4,2,4,4,4,5,2,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-01-26 10:20:34.979189700,444354552544424343452442444424443344542344424444242442444524,4,4,4,3,5,4,5,5,2,5,4,4,4,2,4,3,4,3,4,5,2,4,4,2,4,4,4,4,2,4,4,4,3,3,4,4,5,4,2,3,4,4,4,2,4,4,4,4,2,4,2,4,4,2,4,4,4,5,2,4,16,H
H,203,3.3833333333333333,0,2,58,3.3833333333333337,2.1666666666666665,3.4166666666666665,3.9166666666666665,3.5,3.9166666666666665,1.25,1.75,3.5,2.5,5.0,2.75,3.0,4.0,4.75,5.0,3.0,2.5,3.25,4.5,4.0,2,2,3,5,5,2,5,3,3,4,2,1,5,2,3,1,2,3,5,4,1,5,4,2,2,5,2,4,4,5,1,3,2,5,4,2,5,4,4,3,4,4,5,2,5,1,3,4,5,5,2,5,5,3,4,3,4,5,2,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-01-29 08:56:53.766129700,223552533421523123541542252445132542544344525134552553434523,2,2,3,5,5,2,5,3,3,4,2,1,5,2,3,1,2,3,5,4,1,5,4,2,2,5,2,4,4,5,1,3,2,5,4,2,5,4,4,3,4,4,5,2,5,1,3,4,5,5,2,5,5,3,4,3,4,5,2,3,19,H
H,216,3.6,0,8,52,3.6,3.25,4.583333333333333,3.9166666666666665,1.75,4.5,3.0,3.0,3.75,4.5,5.0,4.25,3.5,3.75,4.5,2.5,1.25,1.5,4.75,4.75,4.0,4,4,3,3,4,2,5,4,2,5,4,4,5,1,4,2,4,4,3,5,3,5,3,1,5,4,4,4,2,4,2,5,3,2,5,4,5,4,1,4,3,4,4,2,4,4,5,4,2,5,3,5,4,1,5,4,5,5,1,4,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-01-29 09:14:07.709407100,443342542544514244353531544424253254541434424454253541545514,4,4,3,3,4,2,5,4,2,5,4,4,5,1,4,2,4,4,3,5,3,5,3,1,5,4,4,4,2,4,2,5,3,2,5,4,5,4,1,4,3,4,4,2,4,4,5,4,2,5,3,5,4,1,5,4,5,5,1,4,20,H
H,207,3.45,0,2,58,3.45,2.6666666666666665,4.5,3.6666666666666665,3.333333333333333,3.083333333333333,2.5,2.0,3.5,4.75,4.5,4.25,3.0,3.25,4.75,3.5,3.0,3.5,3.0,3.5,2.75,3,5,2,3,2,1,5,3,3,4,4,4,5,3,4,2,5,4,3,4,1,5,3,2,4,3,4,5,4,2,2,5,2,4,4,4,4,3,4,2,3,4,4,3,2,3,4,4,4,4,2,4,4,3,2,4,5,5,4,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,2024-01-29 09:21:54.889954500,352321533444534254341532434542252444434234432344442443245543,3,5,2,3,2,1,5,3,3,4,4,4,5,3,4,2,5,4,3,4,1,5,3,2,4,3,4,5,4,2,2,5,2,4,4,4,4,3,4,2,3,4,4,3,2,3,4,4,4,4,2,4,4,3,2,4,5,5,4,3,21,H
H,184,3.066666666666667,0,0,60,3.0666666666666664,2.75,3.75,4.5,1.6666666666666667,2.6666666666666665,2.5,2.75,3.0,3.25,4.25,3.75,4.75,5.0,3.75,1.75,1.25,2.0,3.0,2.25,2.75,3,3,5,1,2,2,4,5,1,3,4,4,3,2,3,2,3,5,2,2,3,4,5,2,3,2,4,4,2,2,2,3,4,2,3,3,5,5,1,3,3,3,4,2,3,3,4,5,2,2,3,4,5,1,3,3,4,4,2,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-01-29 09:24:06.548580300,335122451344323235223452324422234233551333423345223451334423,3,3,5,1,2,2,4,5,1,3,4,4,3,2,3,2,3,5,2,2,3,4,5,2,3,2,4,4,2,2,2,3,4,2,3,3,5,5,1,3,3,3,4,2,3,3,4,5,2,2,3,4,5,1,3,3,4,4,2,3,22,H
H,208,3.466666666666667,0,0,60,3.4666666666666672,4.0,3.9166666666666665,4.083333333333333,1.8333333333333333,3.5,3.5,4.25,4.25,3.25,4.25,4.25,4.25,4.5,3.5,2.0,1.75,1.75,4.25,3.0,3.25,4,4,4,1,2,4,5,4,2,5,4,5,1,1,4,3,1,4,2,4,4,4,4,2,4,5,4,4,2,1,4,4,5,3,4,4,4,5,2,5,4,4,4,2,4,3,4,4,2,2,5,4,5,1,3,4,4,5,2,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-01-29 10:10:27.385273700,444124542545114314244442454421445344452544424344225451344524,4,4,4,1,2,4,5,4,2,5,4,5,1,1,4,3,1,4,2,4,4,4,4,2,4,5,4,4,2,1,4,4,5,3,4,4,4,5,2,5,4,4,4,2,4,3,4,4,2,2,5,4,5,1,3,4,4,5,2,4,23,H
